,Family 1,Family 2,Scicore 1,Scicore 2,Diff Score
20170,GootLoader,GootLoader,False,False,83.0
20171,GootLoader,GootLoader,False,False,85.0
20172,GootLoader,GootLoader,False,False,85.0
20173,GootLoader,GootLoader,False,False,82.0
20174,GootLoader,GootLoader,False,False,85.0
20175,GootLoader,GootLoader,False,False,82.0
20176,GootLoader,GootLoader,False,False,83.0
20177,GootLoader,GootLoader,False,False,85.0
20178,GootLoader,GootLoader,False,False,83.0
20179,GootLoader,GootLoader,False,False,80.0
20180,GootLoader,GootLoader,False,False,80.0
20181,GootLoader,GootLoader,False,False,83.0
20182,GootLoader,GootLoader,False,False,83.0
20183,GootLoader,GootLoader,False,False,83.0
20184,GootLoader,GootLoader,False,False,83.0
20185,GootLoader,GootLoader,False,False,82.0
20186,GootLoader,GootLoader,False,False,83.0
20187,GootLoader,GootLoader,False,False,86.0
20188,GootLoader,GootLoader,False,False,82.0
20189,GootLoader,GootLoader,False,False,85.0
20190,GootLoader,GootLoader,False,False,82.0
20191,GootLoader,GootLoader,False,False,88.0
20192,GootLoader,GootLoader,False,False,80.0
20193,GootLoader,GootLoader,False,False,83.0
20194,GootLoader,GootLoader,False,False,80.0
20195,GootLoader,GootLoader,False,False,83.0
20196,GootLoader,GootLoader,False,False,85.0
20197,GootLoader,GootLoader,False,False,79.0
20198,GootLoader,GootLoader,False,False,86.0
20199,GootLoader,GootLoader,False,False,83.0
20200,GandCrab,GandCrab,False,False,100.0
20201,GandCrab,GandCrab,False,False,100.0
20202,GandCrab,GandCrab,False,False,100.0
20203,GandCrab,GandCrab,False,False,100.0
20204,GandCrab,GandCrab,False,False,100.0
20205,GandCrab,GandCrab,False,False,100.0
20206,GandCrab,GandCrab,False,False,100.0
20207,GandCrab,GandCrab,False,False,100.0
20208,GandCrab,GandCrab,False,False,100.0
20209,GandCrab,GandCrab,False,False,100.0
20210,GandCrab,GandCrab,False,False,100.0
20211,GandCrab,GandCrab,False,False,100.0
20212,GandCrab,GandCrab,False,False,100.0
20213,GandCrab,GandCrab,False,False,100.0
20214,GandCrab,GandCrab,False,False,100.0
20215,GandCrab,GandCrab,False,False,100.0
20216,GandCrab,GandCrab,False,False,100.0
20217,GandCrab,GandCrab,False,False,100.0
20218,GandCrab,GandCrab,False,False,100.0
20219,GandCrab,GandCrab,False,False,100.0
20220,GandCrab,GandCrab,False,False,99.0
20221,GandCrab,GandCrab,False,False,100.0
20222,GandCrab,GandCrab,False,False,100.0
20223,GandCrab,GandCrab,False,False,100.0
20224,GandCrab,GandCrab,False,False,100.0
20225,GandCrab,GandCrab,False,False,100.0
20226,GandCrab,GandCrab,False,False,100.0
20227,GandCrab,GandCrab,False,False,100.0
20228,GandCrab,GandCrab,False,False,100.0
20229,GandCrab,GandCrab,False,False,100.0
20230,GandCrab,GandCrab,False,False,100.0
20231,GandCrab,GandCrab,False,False,100.0
20232,GandCrab,GandCrab,False,False,100.0
20233,GandCrab,GandCrab,False,False,100.0
20234,GandCrab,GandCrab,False,False,100.0
20235,GandCrab,GandCrab,False,False,100.0
20236,GandCrab,GandCrab,False,False,100.0
20237,GandCrab,GandCrab,False,False,100.0
20238,GandCrab,GandCrab,False,False,100.0
20239,GandCrab,GandCrab,False,False,100.0
20240,GandCrab,GandCrab,False,False,100.0
20241,GandCrab,GandCrab,False,False,100.0
20242,GandCrab,GandCrab,False,False,100.0
20243,GandCrab,GandCrab,False,False,100.0
20244,GandCrab,GandCrab,False,False,100.0
20245,GandCrab,GandCrab,False,False,100.0
20246,GandCrab,GandCrab,False,False,100.0
20247,GandCrab,GandCrab,False,False,100.0
20248,GandCrab,GandCrab,False,False,100.0
20249,GandCrab,GandCrab,False,False,100.0
20250,GandCrab,GandCrab,False,False,100.0
20251,GandCrab,GandCrab,False,False,100.0
20252,GandCrab,GandCrab,False,False,100.0
20253,GandCrab,GandCrab,False,False,100.0
20254,GandCrab,GandCrab,False,False,100.0
20255,GandCrab,GandCrab,False,False,100.0
20256,GandCrab,GandCrab,False,False,100.0
20257,GandCrab,GandCrab,False,False,100.0
20258,GandCrab,GandCrab,False,False,100.0
20259,GandCrab,GandCrab,False,False,100.0
20260,GandCrab,GandCrab,False,False,100.0
20261,GandCrab,GandCrab,False,False,100.0
20262,GandCrab,GandCrab,False,False,100.0
20263,GandCrab,GandCrab,False,False,100.0
20264,GandCrab,GandCrab,False,False,100.0
20265,GandCrab,GandCrab,False,False,100.0
20266,GandCrab,GandCrab,False,False,100.0
20267,GandCrab,GandCrab,False,False,100.0
20268,GandCrab,GandCrab,False,False,100.0
20269,GandCrab,GandCrab,False,False,100.0
20270,GandCrab,GandCrab,False,False,100.0
20271,GandCrab,GandCrab,False,False,100.0
20272,GandCrab,GandCrab,False,False,100.0
20273,GandCrab,GandCrab,False,False,99.0
20274,GandCrab,GandCrab,False,False,100.0
20275,GandCrab,GandCrab,False,False,100.0
20276,GandCrab,GandCrab,False,False,100.0
20277,GandCrab,GandCrab,False,False,100.0
20278,GandCrab,GandCrab,False,False,100.0
20279,,,,,
20280,GandCrab,GandCrab,False,False,100.0
20281,GandCrab,GandCrab,False,False,100.0
20282,GandCrab,GandCrab,False,False,100.0
20283,GandCrab,GandCrab,False,False,100.0
20284,GandCrab,GandCrab,False,False,100.0
20285,GandCrab,GandCrab,False,False,100.0
20286,GandCrab,GandCrab,False,False,100.0
20287,GandCrab,GandCrab,False,False,100.0
20288,GandCrab,GandCrab,False,False,100.0
20289,GandCrab,GandCrab,False,False,100.0
20290,GandCrab,GandCrab,False,False,100.0
20291,GandCrab,GandCrab,False,False,100.0
20292,GandCrab,GandCrab,False,False,100.0
20293,GandCrab,GandCrab,False,False,100.0
20294,GandCrab,GandCrab,False,False,100.0
20295,GandCrab,GandCrab,False,False,100.0
20296,GandCrab,GandCrab,False,False,100.0
20297,GandCrab,GandCrab,False,False,100.0
20298,GandCrab,GandCrab,False,False,100.0
20299,GandCrab,GandCrab,False,False,100.0
20300,GandCrab,GandCrab,False,False,100.0
20301,GandCrab,GandCrab,False,False,100.0
20302,GandCrab,GandCrab,False,False,100.0
20303,GandCrab,GandCrab,False,False,100.0
20304,GandCrab,GandCrab,False,False,100.0
20305,GandCrab,GandCrab,False,False,100.0
20306,GandCrab,GandCrab,False,False,100.0
20307,GandCrab,GandCrab,False,False,93.0
20308,GandCrab,GandCrab,False,False,100.0
20309,GandCrab,GandCrab,False,False,100.0
20310,GandCrab,GandCrab,False,False,100.0
20311,GandCrab,GandCrab,False,False,100.0
20312,GandCrab,GandCrab,False,False,83.0
20313,GandCrab,GandCrab,False,False,100.0
20314,GandCrab,GandCrab,False,False,100.0
20315,GandCrab,GandCrab,False,False,100.0
20316,GandCrab,GandCrab,False,False,99.0
20317,GandCrab,GandCrab,False,False,100.0
20318,GandCrab,GandCrab,False,False,68.0
20319,GandCrab,GandCrab,False,False,100.0
20320,GandCrab,GandCrab,False,False,100.0
20321,GandCrab,GandCrab,False,False,100.0
20322,GandCrab,GandCrab,False,False,100.0
20323,GandCrab,GandCrab,False,False,100.0
20324,GandCrab,GandCrab,False,False,100.0
20325,GandCrab,GandCrab,False,False,100.0
20326,GandCrab,GandCrab,False,False,100.0
20327,GandCrab,GandCrab,False,False,100.0
20328,GandCrab,GandCrab,False,False,100.0
20329,GandCrab,GandCrab,False,False,100.0
20330,GandCrab,GandCrab,False,False,97.0
20331,GandCrab,GandCrab,False,False,100.0
20332,GandCrab,GandCrab,False,False,100.0
20333,GandCrab,GandCrab,False,False,100.0
20334,GandCrab,GandCrab,False,False,100.0
20335,GandCrab,GandCrab,False,False,100.0
20336,GandCrab,GandCrab,False,False,100.0
20337,GandCrab,GandCrab,False,False,99.0
20338,GandCrab,GandCrab,False,False,100.0
20339,GandCrab,GandCrab,False,False,100.0
20340,GandCrab,GandCrab,False,False,100.0
20341,GandCrab,GandCrab,False,False,100.0
20342,GandCrab,GandCrab,False,False,97.0
20343,GandCrab,GandCrab,False,False,100.0
20344,GandCrab,GandCrab,False,False,100.0
20345,GandCrab,GandCrab,False,False,100.0
20346,GandCrab,GandCrab,False,False,97.0
20347,GandCrab,GandCrab,False,False,100.0
20348,GandCrab,GandCrab,False,False,100.0
20349,GandCrab,GandCrab,False,False,99.0
20350,GandCrab,GandCrab,False,False,100.0
20351,GandCrab,GandCrab,False,False,100.0
20352,GandCrab,GandCrab,False,False,100.0
20353,GandCrab,GandCrab,False,False,100.0
20354,GandCrab,GandCrab,False,False,100.0
20355,GandCrab,GandCrab,False,False,100.0
20356,GandCrab,GandCrab,False,False,100.0
20357,GandCrab,GandCrab,False,False,100.0
20358,GandCrab,GandCrab,False,False,99.0
20359,GandCrab,GandCrab,False,False,100.0
20360,GandCrab,GandCrab,False,False,100.0
20361,GandCrab,GandCrab,False,False,100.0
20362,GandCrab,GandCrab,False,False,100.0
20363,GandCrab,GandCrab,False,False,100.0
20364,GandCrab,GandCrab,False,False,100.0
20365,GandCrab,GandCrab,False,False,100.0
20366,GandCrab,GandCrab,False,False,100.0
20367,GandCrab,GandCrab,False,False,100.0
20368,GandCrab,GandCrab,False,False,100.0
20369,GandCrab,GandCrab,False,False,100.0
20370,GandCrab,GandCrab,False,False,100.0
20371,GandCrab,GandCrab,False,False,100.0
20372,GandCrab,GandCrab,False,False,100.0
20373,GandCrab,GandCrab,False,False,100.0
20374,GandCrab,GandCrab,False,False,100.0
20375,GandCrab,GandCrab,False,False,100.0
20376,GandCrab,GandCrab,False,False,100.0
20377,GandCrab,GandCrab,False,False,100.0
20378,GandCrab,GandCrab,False,False,100.0
20379,GandCrab,GandCrab,False,False,100.0
20380,GandCrab,GandCrab,False,False,100.0
20381,GandCrab,GandCrab,False,False,100.0
20382,GandCrab,GandCrab,False,False,99.0
20383,GandCrab,GandCrab,False,False,100.0
20384,GandCrab,GandCrab,False,False,72.0
20385,GandCrab,GandCrab,False,False,100.0
20386,GandCrab,GandCrab,False,False,100.0
20387,GandCrab,GandCrab,False,False,100.0
20388,GandCrab,GandCrab,False,False,100.0
20389,GandCrab,GandCrab,False,False,100.0
20390,GandCrab,GandCrab,False,False,100.0
20391,GandCrab,GandCrab,False,False,100.0
20392,GandCrab,GandCrab,False,False,100.0
20393,GandCrab,GandCrab,False,False,100.0
20394,GandCrab,GandCrab,False,False,100.0
20395,GandCrab,GandCrab,False,False,100.0
20396,GandCrab,GandCrab,False,False,100.0
20397,GandCrab,GandCrab,False,False,100.0
20398,GandCrab,GandCrab,False,False,94.0
20399,GandCrab,GandCrab,False,False,100.0
20400,Bazarbackdoor,Bazarbackdoor,False,False,99.0
20401,Bazarbackdoor,Bazarbackdoor,False,False,97.0
20402,Bazarbackdoor,Bazarbackdoor,False,False,99.0
20403,Bazarbackdoor,Bazarbackdoor,False,False,99.0
20404,Bazarbackdoor,Bazarbackdoor,False,False,99.0
20405,,,,,
20406,Bazarbackdoor,Bazarbackdoor,False,False,97.0
20407,Bazarbackdoor,Bazarbackdoor,False,False,97.0
20408,Bazarbackdoor,Bazarbackdoor,False,False,94.0
20409,Bazarbackdoor,Bazarbackdoor,False,False,97.0
20410,Bazarbackdoor,Bazarbackdoor,False,False,100.0
20411,Bazarbackdoor,Bazarbackdoor,False,False,68.0
20412,Bazarbackdoor,Bazarbackdoor,False,False,100.0
20413,Bazarbackdoor,Bazarbackdoor,False,False,30.0
20414,,,,,
20415,Bazarbackdoor,Bazarbackdoor,False,False,91.0
20416,Bazarbackdoor,Bazarbackdoor,False,False,100.0
20417,Bazarbackdoor,Bazarbackdoor,False,False,99.0
20418,Bazarbackdoor,Bazarbackdoor,False,False,99.0
20419,Bazarbackdoor,Bazarbackdoor,False,False,99.0
20420,,,,,
20421,Bazarbackdoor,Bazarbackdoor,False,False,96.0
20422,Bazarbackdoor,Bazarbackdoor,False,False,99.0
20423,Bazarbackdoor,Bazarbackdoor,False,False,96.0
20424,Bazarbackdoor,Bazarbackdoor,False,False,93.0
20425,Bazarbackdoor,Bazarbackdoor,False,False,97.0
20426,Bazarbackdoor,Bazarbackdoor,False,False,94.0
20427,,,,,
20428,Bazarbackdoor,Bazarbackdoor,False,False,97.0
20429,,,,,
20430,Bazarbackdoor,Bazarbackdoor,False,False,99.0
20431,Bazarbackdoor,Bazarbackdoor,False,False,99.0
20432,Bazarbackdoor,Bazarbackdoor,False,False,96.0
20433,,,,,
20434,Bazarbackdoor,Bazarbackdoor,False,False,99.0
20435,Bazarbackdoor,Bazarbackdoor,False,False,100.0
20436,Bazarbackdoor,Bazarbackdoor,False,False,94.0
20437,Bazarbackdoor,Bazarbackdoor,False,False,99.0
20438,Bazarbackdoor,Bazarbackdoor,False,False,75.0
20439,,,,,
20440,Bazarbackdoor,Bazarbackdoor,False,False,96.0
20441,Bazarbackdoor,Bazarbackdoor,False,False,90.0
20442,Bazarbackdoor,Bazarbackdoor,False,False,100.0
20443,Bazarbackdoor,Bazarbackdoor,False,False,93.0
20444,Bazarbackdoor,Bazarbackdoor,False,False,99.0
20445,,,,,
20446,Bazarbackdoor,Bazarbackdoor,False,False,86.0
20447,Bazarbackdoor,Bazarbackdoor,False,False,99.0
20448,,,,,
20449,,,,,
20450,Bazarbackdoor,Bazarbackdoor,False,False,100.0
20451,Bazarbackdoor,Bazarbackdoor,False,False,93.0
20452,Bazarbackdoor,Bazarbackdoor,False,False,99.0
20453,,,,,
20454,Bazarbackdoor,Bazarbackdoor,False,False,94.0
20455,Bazarbackdoor,Bazarbackdoor,False,False,88.0
20456,Bazarbackdoor,Bazarbackdoor,False,False,97.0
20457,Bazarbackdoor,Bazarbackdoor,False,False,85.0
20458,Bazarbackdoor,Bazarbackdoor,False,False,99.0
20459,Bazarbackdoor,Bazarbackdoor,False,False,94.0
20460,Bazarbackdoor,Bazarbackdoor,False,False,100.0
20461,,,,,
20462,Bazarbackdoor,Bazarbackdoor,False,False,96.0
20463,Bazarbackdoor,Bazarbackdoor,False,False,100.0
20464,Bazarbackdoor,Bazarbackdoor,False,False,100.0
20465,Bazarbackdoor,Bazarbackdoor,False,False,97.0
20466,Bazarbackdoor,Bazarbackdoor,False,False,38.0
20467,,,,,
20468,Bazarbackdoor,Bazarbackdoor,False,False,99.0
20469,,,,,
20470,Bazarbackdoor,Bazarbackdoor,False,False,99.0
20471,,,,,
20472,Bazarbackdoor,Bazarbackdoor,False,False,99.0
20473,Bazarbackdoor,Bazarbackdoor,False,False,100.0
20474,Bazarbackdoor,Bazarbackdoor,False,False,99.0
20475,Bazarbackdoor,Bazarbackdoor,False,False,58.0
20476,Bazarbackdoor,Bazarbackdoor,False,False,97.0
20477,Bazarbackdoor,Bazarbackdoor,False,False,93.0
20478,,,,,
20479,Bazarbackdoor,Bazarbackdoor,False,False,99.0
20480,Bazarbackdoor,Bazarbackdoor,False,False,99.0
20481,Bazarbackdoor,Bazarbackdoor,False,False,35.0
20482,Bazarbackdoor,Bazarbackdoor,False,False,96.0
20483,Bazarbackdoor,Bazarbackdoor,False,False,38.0
20484,Bazarbackdoor,Bazarbackdoor,False,False,100.0
20485,Bazarbackdoor,Bazarbackdoor,False,False,96.0
20486,Bazarbackdoor,Bazarbackdoor,False,False,96.0
20487,Bazarbackdoor,Bazarbackdoor,False,False,99.0
20488,Bazarbackdoor,Bazarbackdoor,False,False,99.0
20489,Bazarbackdoor,Bazarbackdoor,False,False,94.0
20490,,,,,
20491,Bazarbackdoor,Bazarbackdoor,False,False,97.0
20492,,,,,
20493,Bazarbackdoor,Bazarbackdoor,False,False,93.0
20494,,,,,
20495,Bazarbackdoor,Bazarbackdoor,False,False,100.0
20496,Bazarbackdoor,Bazarbackdoor,False,False,97.0
20497,Bazarbackdoor,Bazarbackdoor,False,False,68.0
20498,Bazarbackdoor,Bazarbackdoor,False,False,94.0
20499,Bazarbackdoor,Bazarbackdoor,False,False,99.0
20500,Bazarbackdoor,Bazarbackdoor,False,False,96.0
20501,Bazarbackdoor,Bazarbackdoor,False,False,99.0
20502,Bazarbackdoor,Bazarbackdoor,False,False,99.0
20503,Bazarbackdoor,Bazarbackdoor,False,False,94.0
20504,Bazarbackdoor,Bazarbackdoor,False,False,69.0
20505,Bazarbackdoor,Bazarbackdoor,False,False,99.0
20506,Bazarbackdoor,Bazarbackdoor,False,False,46.0
20507,Bazarbackdoor,Bazarbackdoor,False,False,97.0
20508,Bazarbackdoor,Bazarbackdoor,False,False,100.0
20509,Bazarbackdoor,Bazarbackdoor,False,False,99.0
20510,Bazarbackdoor,Bazarbackdoor,False,False,93.0
20511,Bazarbackdoor,Bazarbackdoor,False,False,99.0
20512,Bazarbackdoor,Bazarbackdoor,False,False,94.0
20513,Bazarbackdoor,Bazarbackdoor,False,False,99.0
20514,Bazarbackdoor,Bazarbackdoor,False,False,99.0
20515,Bazarbackdoor,Bazarbackdoor,False,False,99.0
20516,,,,,
20517,Bazarbackdoor,Bazarbackdoor,False,False,100.0
20518,,,,,
20519,Bazarbackdoor,Bazarbackdoor,False,False,99.0
20520,Bazarbackdoor,Bazarbackdoor,False,False,82.0
20521,Bazarbackdoor,Bazarbackdoor,False,False,94.0
20522,Bazarbackdoor,Bazarbackdoor,False,False,100.0
20523,Bazarbackdoor,Bazarbackdoor,False,False,80.0
20524,,,,,
20525,Bazarbackdoor,Bazarbackdoor,False,False,93.0
20526,Bazarbackdoor,Bazarbackdoor,False,False,99.0
20527,,,,,
20528,Bazarbackdoor,Bazarbackdoor,False,False,99.0
20529,Bazarbackdoor,Bazarbackdoor,False,False,94.0
20530,Bazarbackdoor,Bazarbackdoor,False,False,97.0
20531,Bazarbackdoor,Bazarbackdoor,False,False,99.0
20532,Bazarbackdoor,Bazarbackdoor,False,False,75.0
20533,,,,,
20534,Bazarbackdoor,Bazarbackdoor,False,False,93.0
20535,Bazarbackdoor,Bazarbackdoor,False,False,68.0
20536,Bazarbackdoor,Bazarbackdoor,False,False,99.0
20537,,,,,
20538,Bazarbackdoor,Bazarbackdoor,False,False,94.0
20539,Bazarbackdoor,Bazarbackdoor,False,False,86.0
20540,Bazarbackdoor,Bazarbackdoor,False,False,99.0
20541,,,,,
20542,Bazarbackdoor,Bazarbackdoor,False,False,99.0
20543,Bazarbackdoor,Bazarbackdoor,False,False,99.0
20544,Bazarbackdoor,Bazarbackdoor,False,False,97.0
20545,Bazarbackdoor,Bazarbackdoor,False,False,66.0
20546,Bazarbackdoor,Bazarbackdoor,False,False,99.0
20547,Bazarbackdoor,Bazarbackdoor,False,False,100.0
20548,,,,,
20549,Bazarbackdoor,Bazarbackdoor,False,False,96.0
20550,Bazarbackdoor,Bazarbackdoor,False,False,94.0
20551,Bazarbackdoor,Bazarbackdoor,False,False,99.0
20552,Bazarbackdoor,Bazarbackdoor,False,False,100.0
20553,Bazarbackdoor,Bazarbackdoor,False,False,100.0
20554,Bazarbackdoor,Bazarbackdoor,False,False,100.0
20555,,,,,
20556,Bazarbackdoor,Bazarbackdoor,False,False,100.0
20557,Bazarbackdoor,Bazarbackdoor,False,False,99.0
20558,,,,,
20559,Bazarbackdoor,Bazarbackdoor,False,False,83.0
20560,Bazarbackdoor,Bazarbackdoor,False,False,96.0
20561,Bazarbackdoor,Bazarbackdoor,False,False,96.0
20562,Bazarbackdoor,Bazarbackdoor,False,False,88.0
20563,,,,,
20564,,,,,
20565,Bazarbackdoor,Bazarbackdoor,False,False,97.0
20566,Bazarbackdoor,Bazarbackdoor,False,False,97.0
20567,Bazarbackdoor,Bazarbackdoor,False,False,99.0
20568,Bazarbackdoor,Bazarbackdoor,False,False,100.0
20569,,,,,
20570,,,,,
20571,Bazarbackdoor,Bazarbackdoor,False,False,86.0
20572,Bazarbackdoor,Bazarbackdoor,False,False,93.0
20573,,,,,
20574,Bazarbackdoor,Bazarbackdoor,False,False,83.0
20575,Bazarbackdoor,Bazarbackdoor,False,False,99.0
20576,Bazarbackdoor,Bazarbackdoor,False,False,97.0
20577,Bazarbackdoor,Bazarbackdoor,False,False,91.0
20578,Bazarbackdoor,Bazarbackdoor,False,False,99.0
20579,Bazarbackdoor,Bazarbackdoor,False,False,99.0
20580,Bazarbackdoor,Bazarbackdoor,False,False,97.0
20581,Bazarbackdoor,Bazarbackdoor,False,False,96.0
20582,Bazarbackdoor,Bazarbackdoor,False,False,99.0
20583,Bazarbackdoor,Bazarbackdoor,False,False,100.0
20584,Bazarbackdoor,Bazarbackdoor,False,False,100.0
20585,Bazarbackdoor,Bazarbackdoor,False,False,94.0
20586,,,,,
20587,Bazarbackdoor,Bazarbackdoor,False,False,100.0
20588,Bazarbackdoor,Bazarbackdoor,False,False,94.0
20589,Bazarbackdoor,Bazarbackdoor,False,False,96.0
20590,Bazarbackdoor,Bazarbackdoor,False,False,96.0
20591,Bazarbackdoor,Bazarbackdoor,False,False,96.0
20592,,,,,
20593,Bazarbackdoor,Bazarbackdoor,False,False,96.0
20594,Bazarbackdoor,Bazarbackdoor,False,False,96.0
20595,Bazarbackdoor,Bazarbackdoor,False,False,100.0
20596,Bazarbackdoor,Bazarbackdoor,False,False,97.0
20597,Bazarbackdoor,Bazarbackdoor,False,False,96.0
20598,,,,,
20599,,,,,
20600,GandCrab,GandCrab,False,False,100.0
20601,GandCrab,GandCrab,False,False,93.0
20602,GandCrab,GandCrab,False,False,100.0
20603,GandCrab,GandCrab,False,False,100.0
20604,GandCrab,GandCrab,False,False,100.0
20605,GandCrab,GandCrab,False,False,100.0
20606,GandCrab,GandCrab,False,False,100.0
20607,GandCrab,GandCrab,False,False,100.0
20608,GandCrab,GandCrab,False,False,100.0
20609,GandCrab,GandCrab,False,False,100.0
20610,GandCrab,GandCrab,False,False,100.0
20611,GandCrab,GandCrab,False,False,100.0
20612,GandCrab,GandCrab,False,False,99.0
20613,GandCrab,GandCrab,False,False,100.0
20614,GandCrab,GandCrab,False,False,100.0
20615,GandCrab,GandCrab,False,False,100.0
20616,GandCrab,GandCrab,False,False,100.0
20617,GandCrab,GandCrab,False,False,100.0
20618,GandCrab,GandCrab,False,False,100.0
20619,GandCrab,GandCrab,False,False,96.0
20620,GandCrab,GandCrab,False,False,100.0
20621,GandCrab,GandCrab,False,False,66.0
20622,GandCrab,GandCrab,False,False,100.0
20623,GandCrab,GandCrab,False,False,100.0
20624,GandCrab,GandCrab,False,False,100.0
20625,GandCrab,GandCrab,False,False,100.0
20626,GandCrab,GandCrab,False,False,80.0
20627,GandCrab,GandCrab,False,False,99.0
20628,GandCrab,GandCrab,False,False,100.0
20629,GandCrab,GandCrab,False,False,100.0
20630,GandCrab,GandCrab,False,False,100.0
20631,GandCrab,GandCrab,False,False,100.0
20632,GandCrab,GandCrab,False,False,100.0
20633,GandCrab,GandCrab,False,False,100.0
20634,GandCrab,GandCrab,False,False,100.0
20635,GandCrab,GandCrab,False,False,100.0
20636,GandCrab,GandCrab,False,False,100.0
20637,GandCrab,GandCrab,False,False,100.0
20638,GandCrab,GandCrab,False,False,100.0
20639,GandCrab,GandCrab,False,False,99.0
20640,GandCrab,GandCrab,False,False,100.0
20641,GandCrab,GandCrab,False,False,100.0
20642,GandCrab,GandCrab,False,False,100.0
20643,GandCrab,GandCrab,False,False,100.0
20644,GandCrab,GandCrab,False,False,100.0
20645,GandCrab,GandCrab,False,False,100.0
20646,GandCrab,GandCrab,False,False,99.0
20647,GandCrab,GandCrab,False,False,100.0
20648,GandCrab,GandCrab,False,False,100.0
20649,GandCrab,GandCrab,False,False,100.0
20650,GandCrab,GandCrab,False,False,100.0
20651,GandCrab,GandCrab,False,False,100.0
20652,GandCrab,GandCrab,False,False,100.0
20653,GandCrab,GandCrab,False,False,100.0
20654,GandCrab,GandCrab,False,False,61.0
20655,GandCrab,GandCrab,False,False,100.0
20656,GandCrab,GandCrab,False,False,100.0
20657,GandCrab,GandCrab,False,False,100.0
20658,GandCrab,GandCrab,False,False,100.0
20659,GandCrab,GandCrab,False,False,100.0
20660,GandCrab,GandCrab,False,False,100.0
20661,GandCrab,GandCrab,False,False,96.0
20662,GandCrab,GandCrab,False,False,100.0
20663,GandCrab,GandCrab,False,False,100.0
20664,GandCrab,GandCrab,False,False,100.0
20665,GandCrab,GandCrab,False,False,100.0
20666,GandCrab,GandCrab,False,False,99.0
20667,GandCrab,GandCrab,False,False,100.0
20668,GandCrab,GandCrab,False,False,100.0
20669,GandCrab,GandCrab,False,False,100.0
20670,GandCrab,GandCrab,False,False,100.0
20671,GandCrab,GandCrab,False,False,100.0
20672,GandCrab,GandCrab,False,False,100.0
20673,GandCrab,GandCrab,False,False,100.0
20674,GandCrab,GandCrab,False,False,100.0
20675,GandCrab,GandCrab,False,False,100.0
20676,GandCrab,GandCrab,False,False,100.0
20677,GandCrab,GandCrab,False,False,100.0
20678,,,,,
20679,GandCrab,GandCrab,False,False,100.0
20680,GandCrab,GandCrab,False,False,100.0
20681,GandCrab,GandCrab,False,False,99.0
20682,GandCrab,GandCrab,False,False,100.0
20683,GandCrab,GandCrab,False,False,68.0
20684,GandCrab,GandCrab,False,False,83.0
20685,GandCrab,GandCrab,False,False,100.0
20686,GandCrab,GandCrab,False,False,88.0
20687,GandCrab,GandCrab,False,False,100.0
20688,GandCrab,GandCrab,False,False,97.0
20689,GandCrab,GandCrab,False,False,93.0
20690,GandCrab,GandCrab,False,False,100.0
20691,GandCrab,GandCrab,False,False,100.0
20692,GandCrab,GandCrab,False,False,100.0
20693,GandCrab,GandCrab,False,False,100.0
20694,GandCrab,GandCrab,False,False,100.0
20695,GandCrab,GandCrab,False,False,100.0
20696,GandCrab,GandCrab,False,False,100.0
20697,GandCrab,GandCrab,False,False,100.0
20698,GandCrab,GandCrab,False,False,100.0
20699,GandCrab,GandCrab,False,False,100.0
20700,GandCrab,GandCrab,False,False,100.0
20701,GandCrab,GandCrab,False,False,100.0
20702,GandCrab,GandCrab,False,False,100.0
20703,GandCrab,GandCrab,False,False,100.0
20704,GandCrab,GandCrab,False,False,100.0
20705,GandCrab,GandCrab,False,False,100.0
20706,GandCrab,GandCrab,False,False,100.0
20707,GandCrab,GandCrab,False,False,100.0
20708,GandCrab,GandCrab,False,False,100.0
20709,,,,,
20710,GandCrab,GandCrab,False,False,80.0
20711,GandCrab,GandCrab,False,False,99.0
20712,GandCrab,GandCrab,False,False,100.0
20713,GandCrab,GandCrab,False,False,100.0
20714,GandCrab,GandCrab,False,False,100.0
20715,GandCrab,GandCrab,False,False,100.0
20716,GandCrab,GandCrab,False,False,100.0
20717,GandCrab,GandCrab,False,False,100.0
20718,GandCrab,GandCrab,False,False,100.0
20719,GandCrab,GandCrab,False,False,100.0
20720,GandCrab,GandCrab,False,False,100.0
20721,GandCrab,GandCrab,False,False,100.0
20722,GandCrab,GandCrab,False,False,100.0
20723,GandCrab,GandCrab,False,False,100.0
20724,GandCrab,GandCrab,False,False,100.0
20725,GandCrab,GandCrab,False,False,100.0
20726,GandCrab,GandCrab,False,False,94.0
20727,GandCrab,GandCrab,False,False,100.0
20728,GandCrab,GandCrab,False,False,99.0
20729,GandCrab,GandCrab,False,False,100.0
20730,GandCrab,GandCrab,False,False,100.0
20731,GandCrab,GandCrab,False,False,100.0
20732,GandCrab,GandCrab,False,False,100.0
20733,GandCrab,GandCrab,False,False,100.0
20734,GandCrab,GandCrab,False,False,100.0
20735,GandCrab,GandCrab,False,False,91.0
20736,GandCrab,GandCrab,False,False,100.0
20737,GandCrab,GandCrab,False,False,100.0
20738,GandCrab,GandCrab,False,False,100.0
20739,GandCrab,GandCrab,False,False,100.0
20740,GandCrab,GandCrab,False,False,100.0
20741,GandCrab,GandCrab,False,False,100.0
20742,GandCrab,GandCrab,False,False,100.0
20743,GandCrab,GandCrab,False,False,100.0
20744,GandCrab,GandCrab,False,False,100.0
20745,GandCrab,GandCrab,False,False,100.0
20746,GandCrab,GandCrab,False,False,100.0
